,greV,greQ,greA,cgpa,univName
12165,165.0,167.0,5.0,3.88,Stanford University
12182,160.0,170.0,4.5,3.63,University Of Pennsylvania
12225,160.0,169.0,6.0,3.76,Vanderbilt University
12260,151.0,167.0,3.5,3.67,Duke University
12273,168.0,170.0,3.0,3.84,Columbia University
12276,152.0,165.0,4.0,3.79,Columbia University
12349,167.0,157.0,4.0,3.82,Syracuse University
12367,151.0,154.0,4.5,3.7,Temple University
12380,154.0,149.0,4.0,3.7,Temple University
12383,163.0,170.0,5.0,9.43,University Of Texas At Austin
12431,160.0,154.0,4.0,3.95,Purdue University - West Lafayette
12438,160.0,167.0,4.0,3.7,Columbia University
12439,164.0,168.0,3.5,3.91,University Of Wisconsin - Madison
12456,158.0,163.0,5.0,3.32,McGill University
12461,162.0,169.0,5.0,3.75,Columbia University
12469,170.0,150.0,3.0,3.62,Rice University
12472,167.0,167.0,4.5,4.0,Duke University
12484,166.0,162.0,5.5,3.85,Columbia University
12520,167.0,166.0,5.0,3.58,Duke University
12525,167.0,166.0,5.0,3.58,Vanderbilt University
12568,157.0,157.0,4.0,3.91,University Of Wisconsin-Madison
12593,155.0,170.0,3.5,3.92,Columbia University
12611,160.0,163.0,4.5,3.6,Arizona State University
12636,149.0,162.0,3.5,3.32,North Carolina State University
12656,162.0,170.0,4.0,3.69,University Of Pennsylvania
12744,155.0,160.0,4.5,3.35,"University Of California, Davis"
12751,152.0,170.0,3.5,3.92,Ohio State University
12788,165.0,167.0,0.0,4.0,University Of Michigan
12814,155.0,155.0,5.5,2.85,Columbia University
12865,157.0,161.0,5.5,3.82,New York University
12886,160.0,169.0,6.0,3.76,New York University
12906,163.0,170.0,4.5,4.0,University Of Texas At Austin
12922,155.0,170.0,4.0,3.97,University Of Texas At Austin
12923,160.0,170.0,4.5,3.63,Johns Hopkins University
12939,161.0,167.0,4.5,3.8,Columbia University
12944,154.0,167.0,4.0,3.67,University Of Texas At Austin
12945,158.0,157.0,5.0,3.5,University Of Michigan
12976,159.0,169.0,4.0,3.6,Duke University
13038,170.0,165.0,5.0,3.96,Duke University
13043,157.0,166.0,3.5,3.77,Columbia University
13056,157.0,160.0,3.5,3.7,Northeastern University
13087,159.0,155.0,5.5,3.8,University Of Florida
13103,161.0,168.0,3.5,3.4,University Of Texas At Austin
13104,155.0,149.0,4.5,3.7,"University Of California, San Diego"
13119,158.0,153.0,4.5,4.0,Northeastern University
13181,154.0,170.0,3.5,3.55,Colorado State University
13190,162.0,169.0,5.0,3.7,University Of Michigan
13223,159.0,154.0,3.5,3.57,University Of South Florida
13232,158.0,160.0,5.0,4.0,"University Of Colorado, Boulder"
13234,162.0,168.0,4.5,4.0,Northwestern University
13265,159.0,166.0,4.5,3.86,Stanford University
13267,153.0,159.0,3.5,3.6,Iowa State University
13276,162.0,166.0,6.0,3.5,"University Of California, Berkeley"
13282,159.0,158.0,0.0,3.93,University Of Iowa
13284,159.0,158.0,0.0,3.93,University Of Wisconsin-Madison
13288,147.0,167.0,3.0,3.3,Arizona State University
13314,154.0,163.0,4.0,7.08,University Of Florida
13315,166.0,167.0,4.0,3.79,University Of Michigan
13317,166.0,167.0,4.0,3.79,Duke University
13318,166.0,167.0,4.0,3.79,Georgetown University
13319,154.0,157.0,4.5,3.96,Michigan State University
13344,162.0,153.0,5.0,3.59,University Of Washington
13383,158.0,162.0,4.5,3.92,Northwestern University
13400,158.0,156.0,3.5,3.9,University Of Washington
13413,157.0,170.0,4.0,3.5,Purdue University - West Lafayette
13428,164.0,167.0,5.0,3.9,Harvard University
13432,149.0,167.0,3.0,3.3,University Of Florida
13436,151.0,149.0,3.5,3.5,University Of Michigan
13448,161.0,165.0,5.0,3.9,University Of Oxford
13543,153.0,160.0,3.0,4.0,Stanford University
13568,162.0,160.0,4.0,3.8,McGill University
13573,154.0,147.0,4.5,3.86,University Of Georgia
13591,160.0,151.0,4.0,3.48,University Of Florida
13613,164.0,160.0,5.0,3.93,Johns Hopkins University
13616,150.0,150.0,4.5,3.9,"University Of Californa, Los Angeles (UCLA)"
13638,161.0,154.0,5.0,3.74,University Of Oregon
13646,165.0,167.0,3.5,3.8,"University Of Californa, Los Angeles (UCLA)"
13661,149.0,167.0,3.0,3.3,Iowa State University
13681,149.0,167.0,3.0,3.3,Penn State University
13683,159.0,154.0,5.0,3.98,University Of Oregon
13744,170.0,156.0,4.0,3.9,Stanford University
13745,170.0,168.0,4.5,3.6,UC San Diego (UCSD)
13754,156.0,169.0,4.5,3.43,Carnegie Mellon University
13779,155.0,168.0,3.5,3.23,Johns Hopkins University
13796,167.0,166.0,5.0,3.9,University Of Oxford
13830,169.0,166.0,4.5,3.9,"University Of California, Berkeley"
13872,157.0,170.0,4.0,3.5,Purdue University - West Lafayette
13884,157.0,170.0,3.5,3.2,University Of Southern California
13960,168.0,168.0,5.0,3.99,Princeton University
13969,144.0,161.0,3.0,3.3,University Of Washington
13970,152.0,156.0,3.5,3.7,Georgetown University
13985,150.0,155.0,4.0,3.82,University Of Oregon
14036,160.0,153.0,4.0,3.4,"University Of California, Berkeley"
14038,153.0,160.0,4.0,3.4,"University Of Californa, Los Angeles (UCLA)"
14040,170.0,166.0,4.5,3.69,University Of Michigan
14042,162.0,160.0,5.0,3.7,Harvard University
14045,163.0,154.0,5.0,3.76,University Of Oregon
14080,163.0,156.0,6.0,3.7,Temple University
14103,160.0,157.0,4.5,3.3,George Washington University
14129,154.0,164.0,3.5,3.5,Colorado State University
14136,163.0,170.0,4.0,3.73,University Of Michigan
14151,165.0,170.0,5.5,3.92,University Of Michigan
14159,166.0,169.0,6.0,3.75,Columbia University
14160,163.0,165.0,4.0,3.5,Boston University
14168,160.0,149.0,5.5,3.9,Columbia University
14193,163.0,152.0,5.5,3.8,University Of Pennsylvania
14234,161.0,154.0,5.0,3.2,University Of Washington
14240,160.0,157.0,4.0,3.62,"University Of Colorado, Boulder"
14248,164.0,170.0,4.0,3.86,Columbia University
14281,152.0,154.0,3.0,3.64,UT Austin
14285,169.0,160.0,4.0,3.88,Northwestern University
14297,165.0,160.0,5.0,3.77,New York University
14300,161.0,170.0,4.5,3.89,Northwestern University
14310,156.0,159.0,4.0,3.76,Georgia State University
14326,157.0,158.0,3.0,3.7,Purdue University - West Lafayette
14355,161.0,165.0,5.5,3.7,University Of Oxford
14360,157.0,161.0,5.0,3.64,University Of Washington
14368,162.0,167.0,0.0,3.9,University Of Oxford
14369,163.0,166.0,4.5,3.05,"University Of California, Irvine"
14394,167.0,170.0,5.5,3.95,University Of Texas At Austin
14397,167.0,151.0,5.0,3.79,University Of Virginia
14417,155.0,167.0,3.5,3.0,University Of Pennsylvania
14435,162.0,170.0,3.5,3.0,Columbia University
14449,153.0,162.0,5.0,3.64,University Of Rochester
14469,155.0,168.0,5.0,3.86,Purdue University - West Lafayette
14477,162.0,169.0,4.0,3.98,University Of Michigan
14489,155.0,163.0,4.0,3.27,Columbia University
14490,156.0,170.0,3.0,3.5,"University Of Colorado, Boulder"
14633,158.0,163.0,4.0,4.0,University Of Florida
14657,167.0,161.0,5.0,3.95,University Of Michigan
14691,156.0,154.0,4.0,3.4,University Of Pennsylvania
14693,156.0,170.0,3.5,3.89,Carnegie Mellon University
14705,157.0,170.0,4.0,3.5,Johns Hopkins University
14707,160.0,165.0,5.0,3.58,"University Of Californa, Los Angeles (UCLA)"
14712,162.0,170.0,0.0,3.96,Stanford University
14734,163.0,159.0,5.0,3.95,University Of Wisconsin-Madison
14737,163.0,159.0,5.0,3.95,University Of Michigan
14739,163.0,159.0,5.0,3.95,"University Of California, Berkeley"
14771,157.0,170.0,4.0,3.98,Stanford University
14782,161.0,156.0,5.0,3.47,University Of Utah
14791,154.0,146.0,0.0,3.56,"University Of Californa, Los Angeles (UCLA)"
14798,157.0,157.0,4.5,3.8,Colorado State University
14804,158.0,169.0,4.5,3.94,Stanford University
14809,155.0,153.0,5.0,3.89,"University Of Californa, Los Angeles (UCLA)"
14824,160.0,156.0,5.0,3.72,"University Of Californa, Los Angeles (UCLA)"
14831,164.0,165.0,4.5,3.83,"University Of Californa, Los Angeles (UCLA)"
14864,165.0,170.0,4.5,3.91,Stanford University
14871,165.0,167.0,4.5,3.8,University Of Maryland College Park
14892,150.0,170.0,3.0,3.91,"University Of California, Berkeley"
14898,162.0,160.0,4.0,3.88,University Of Pennsylvania
14912,162.0,168.0,4.0,3.59,Duke University
14917,162.0,168.0,4.0,3.59,University Of Southern California
14919,167.0,167.0,4.5,4.0,"University Of Colorado, Boulder"
14920,162.0,168.0,4.0,3.59,University Of Southern California
14925,162.0,168.0,4.0,3.59,Indiana University Bloomington
14970,161.0,167.0,3.5,3.9,Northwestern University
14988,155.0,161.0,4.0,3.64,Carnegie Mellon University
14995,153.0,170.0,3.0,3.1,North Carolina State University
15019,154.0,169.0,4.0,3.6,Indiana University Bloomington
15026,149.0,152.0,5.0,3.85,Johns Hopkins University
15049,152.0,158.0,4.0,3.2,University Of Southern California
15064,160.0,167.0,4.0,3.98,"University Of California, Berkeley"
15068,158.0,170.0,4.0,3.9,University Of Pennsylvania
15081,159.0,170.0,4.0,3.88,"University Of Californa, Los Angeles (UCLA)"
15085,153.0,151.0,4.0,3.5,Cornell University
15089,159.0,156.0,4.0,3.6,Georgetown University
15120,167.0,170.0,4.5,3.87,"University Of California, Berkeley"
15128,149.0,148.0,5.0,3.98,University Of Florida
15146,154.0,169.0,3.0,3.83,Columbia University
15182,164.0,159.0,5.5,3.92,Harvard University
15206,165.0,162.0,5.0,3.5,University Of Michigan
15228,154.0,150.0,4.0,3.4,Arizona State University
15256,155.0,158.0,5.0,4.0,University Of Toronto
15258,155.0,158.0,5.0,4.0,Columbia University
15313,160.0,153.0,4.0,3.9,University Of Florida
15322,152.0,153.0,4.0,3.76,University Of Florida
15347,165.0,158.0,4.0,3.4,University Of Texas At Austin
15365,162.0,169.0,5.0,3.75,University Of Pennsylvania
15393,166.0,165.0,5.0,3.0,University Of Michigan
15398,152.0,170.0,3.5,3.64,University Of Michigan
15402,154.0,157.0,4.5,3.96,University Of Florida
15403,154.0,157.0,4.5,3.96,University Of Florida
15429,151.0,167.0,3.5,3.59,New York University
15431,155.0,147.0,3.5,3.68,University Of Florida
15432,166.0,169.0,4.5,3.56,Boston University
15448,161.0,151.0,5.0,3.91,Princeton University
15453,161.0,151.0,5.0,3.91,Princeton University
15476,166.0,168.0,5.0,3.96,"University Of California, Berkeley"
15486,167.0,163.0,3.5,3.92,"University Of California, Berkeley"
15528,153.0,162.0,4.0,3.67,Duke University
15541,148.0,168.0,3.5,3.44,Ohio State University
15568,166.0,170.0,4.5,3.79,"University Of California, Berkeley"
15570,168.0,160.0,3.5,4.0,"University Of California, Berkeley"
15577,167.0,170.0,5.0,3.89,Tufts University
15580,167.0,170.0,5.0,3.89,University Of Pittsburgh
15594,156.0,170.0,4.0,3.95,McGill University
15600,164.0,166.0,5.0,3.94,"University Of Californa, Los Angeles (UCLA)"
15603,159.0,165.0,4.5,3.77,University Of Michigan
15615,165.0,152.0,5.5,3.57,University Of Chicago
15626,163.0,169.0,4.0,3.3,University Of Maryland College Park
15657,152.0,166.0,3.5,3.95,University Of Wisconsin-Madison
15659,152.0,149.0,4.0,3.6,Columbia University
15662,168.0,160.0,5.0,3.2,North Carolina State University
15671,152.0,170.0,4.5,8.83,Columbia University
15676,161.0,163.0,5.0,4.0,"University Of California, San Diego"
15687,170.0,166.0,4.5,3.76,University Of Oxford
15718,162.0,166.0,4.5,3.72,"University Of California, Berkeley"
15720,160.0,160.0,5.0,3.64,Columbia University
15728,156.0,166.0,4.0,7.6,University Of Maryland College Park
15765,153.0,170.0,3.0,3.5,University Of Washington
15786,155.0,170.0,4.0,3.73,Columbia University
15790,163.0,167.0,5.0,4.0,Columbia University
15794,163.0,162.0,5.0,3.79,Carnegie Mellon University
15823,168.0,160.0,4.5,4.0,Tufts University
15856,159.0,165.0,4.5,3.34,"University Of California, Davis"
15860,159.0,165.0,4.5,3.34,University Of Michigan
15889,170.0,160.0,5.0,3.77,Princeton University
15929,159.0,165.0,4.5,3.34,University Of Washington
15941,150.0,151.0,4.0,3.92,University Of Texas At Dallas
15948,160.0,168.0,4.0,3.87,"University Of California, Irvine"
15990,165.0,160.0,4.0,3.97,Tufts University
15991,161.0,147.0,4.5,3.97,University Of Texas At Austin
15998,161.0,165.0,4.5,3.71,University Of Wisconsin-Madison
16015,143.0,159.0,2.5,3.5,University Of Michigan
16028,157.0,157.0,5.0,3.44,Arizona State University
16039,161.0,167.0,3.5,3.98,Northwestern University
16046,149.0,165.0,4.0,3.91,Michigan State University
16066,169.0,169.0,5.0,3.4,Johns Hopkins University
16067,152.0,155.0,4.0,3.2,University Of Texas At Austin
16070,152.0,155.0,4.0,3.2,University Of Washington
16071,160.0,168.0,4.5,3.54,Penn State (Pennsylvania State University)
16078,163.0,168.0,5.0,3.65,Rice University
16100,159.0,163.0,5.5,3.67,"University Of California, Berkeley"
16109,154.0,169.0,3.0,3.2,Penn State University
16164,158.0,155.0,0.0,3.43,University Of Florida
16199,153.0,161.0,4.5,3.69,Ohio State University
16200,161.0,168.0,4.0,3.4,University Of Rochester
16213,159.0,160.0,4.0,3.56,University Of Texas At Austin
16217,167.0,161.0,5.0,3.95,Brown University
16233,156.0,157.0,3.5,3.82,University Of South Carolina
16248,162.0,158.0,5.0,3.92,"University Of California, Berkeley"
16292,156.0,153.0,5.5,3.82,University Of South Florida
16309,157.0,162.0,5.0,3.9,"University Of California, Berkeley"
16350,159.0,154.0,5.0,3.59,Columbia University
16365,153.0,150.0,5.5,3.2,University Of Texas At Dallas
16401,157.0,160.0,4.5,3.75,University Of Florida
16426,163.0,170.0,5.0,3.7,University Of Maryland College Park
16446,160.0,168.0,5.0,3.2,Clemson University
16465,163.0,167.0,0.0,3.95,University Of Utah
16519,152.0,167.0,3.5,3.52,University Of Washington
16523,152.0,170.0,3.0,3.3,Columbia University
16537,166.0,170.0,4.5,3.7,Duke University
16584,163.0,169.0,4.5,3.6,Duke University
16623,166.0,160.0,5.0,3.8,"University Of California, Berkeley"
16646,154.0,157.0,3.0,3.1,Oregon State University
16648,170.0,160.0,5.0,3.77,"University Of California, Berkeley"
16650,160.0,156.0,4.5,3.04,George Washington University
16693,155.0,144.0,4.5,3.5,Columbia University
16746,167.0,168.0,5.0,3.66,Johns Hopkins University
16795,165.0,160.0,5.5,3.7,University Of Notre Dame
16800,159.0,167.0,4.5,3.92,"University Of California, Berkeley"
16830,156.0,159.0,4.0,3.76,University Of Georgia
16837,156.0,159.0,3.5,3.46,University Of Houston
16840,156.0,167.0,4.5,3.88,University Of Houston
16844,170.0,168.0,4.0,3.62,University Of Texas At Austin
16897,164.0,159.0,5.5,3.92,Columbia University
16933,154.0,161.0,4.0,3.26,University Of Houston
16959,164.0,157.0,4.0,4.0,Purdue University - West Lafayette
16967,170.0,156.0,3.0,3.6,Purdue University
16999,169.0,153.0,3.5,3.74,Temple University
17027,148.0,162.0,4.0,3.58,Columbia University
17041,157.0,155.0,5.0,3.98,University Of Georgia
17052,163.0,170.0,4.0,3.96,University Of Pittsburgh
17056,162.0,141.0,0.0,3.5,University Of Southern California
17058,162.0,140.0,0.0,3.5,University Of Southern California
17102,154.0,162.0,3.0,4.0,Purdue University - West Lafayette
17136,156.0,157.0,4.0,3.68,Purdue University - West Lafayette
17184,164.0,164.0,5.5,3.79,University Of Florida
17188,159.0,157.0,3.0,3.0,University Of Pennsylvania
17203,157.0,161.0,4.0,3.98,University Of Illinois At Urbana-Champaign
17227,161.0,170.0,5.0,3.7,Cornell University
17232,166.0,170.0,6.0,3.5,Duke University
17264,163.0,153.0,4.0,3.39,UC San Diego (UCSD)
17267,163.0,165.0,4.5,2.7,University Of Texas At Dallas
17291,161.0,160.0,4.5,3.88,Northeastern University
17292,144.0,161.0,3.0,3.3,Oregon State University
17294,144.0,161.0,3.0,3.3,University Of Washington
17296,144.0,161.0,3.0,3.3,North Carolina State University
17311,162.0,170.0,5.0,3.96,Columbia University
17321,152.0,167.0,4.5,3.8,New York University
17334,162.0,170.0,4.0,3.69,University Of Southern California
17335,162.0,170.0,4.0,3.69,Duke University
17340,159.0,167.0,5.5,3.7,Ohio State University
17343,159.0,169.0,4.0,3.7,Columbia University
17368,158.0,168.0,3.5,3.58,Columbia University
17398,161.0,153.0,5.5,3.78,University Of Chicago
17422,159.0,157.0,5.0,3.6,George Washington University
17458,155.0,166.0,3.0,3.48,Carnegie Mellon University
17460,166.0,164.0,4.5,3.91,Columbia University
17492,166.0,170.0,4.5,4.0,University Of Washington
17495,158.0,165.0,5.0,3.88,Georgetown University
17548,155.0,150.0,4.5,3.73,University Of Houston
17553,170.0,160.0,5.0,3.77,Columbia University
17554,159.0,157.0,5.5,3.7,Georgetown University
17564,159.0,153.0,4.0,3.51,UC San Diego (UCSD)
17566,167.0,162.0,6.0,3.79,Georgetown University
17569,163.0,166.0,4.5,3.79,New York University
17576,164.0,160.0,4.5,3.95,University Of Pennsylvania
17577,161.0,170.0,5.0,3.86,Columbia University
17590,164.0,170.0,5.5,3.99,Columbia University
17606,155.0,166.0,4.5,3.97,"University Of California, Berkeley"
17607,155.0,166.0,4.5,3.97,"University Of California, Berkeley"
17649,159.0,147.0,3.5,3.46,University Of Chicago
17660,159.0,167.0,4.0,3.35,"University Of California, Irvine"
17696,165.0,164.0,4.0,3.98,New York University
17700,161.0,170.0,4.5,3.86,"University Of California, Berkeley"
17707,150.0,168.0,0.0,4.0,"University Of Californa, Los Angeles (UCLA)"
17713,164.0,160.0,4.5,3.8,Boston University
17715,159.0,157.0,5.5,3.7,Duke University
17724,167.0,168.0,5.0,3.6,"University Of Californa, Los Angeles (UCLA)"
17756,152.0,150.0,4.0,3.3,University Of Houston
17767,166.0,154.0,4.0,3.47,Carnegie Mellon University
17792,160.0,170.0,4.5,3.43,Duke University
17835,156.0,162.0,4.0,3.32,University Of Pennsylvania
17848,155.0,146.0,5.0,4.0,University Of Minnesota
17851,155.0,146.0,5.0,4.0,University Of Wisconsin-Madison
17853,155.0,146.0,5.0,4.0,Northwestern University
17894,159.0,160.0,4.0,2.98,Purdue University - West Lafayette
17898,155.0,148.0,4.0,3.95,University Of Houston
17911,163.0,152.0,5.5,3.5,Georgetown University
17930,169.0,156.0,4.0,3.92,Columbia University
17944,160.0,170.0,4.5,3.43,Carnegie Mellon University
17946,160.0,170.0,4.5,3.43,University Of Michigan
17948,160.0,170.0,4.5,3.43,University Of Pennsylvania
17960,147.0,170.0,4.0,3.35,Rutgers University
17964,159.0,144.0,4.5,3.78,University Of Houston
17971,146.0,148.0,4.0,3.82,University Of Houston
17981,159.0,157.0,5.5,3.7,Columbia University
18064,168.0,168.0,5.5,3.9,"University Of California, Berkeley"
18084,147.0,169.0,2.5,3.46,Carnegie Mellon University
18142,159.0,162.0,4.0,3.33,Penn State University
18163,168.0,156.0,5.5,3.83,University Of Toronto
18182,163.0,170.0,4.0,3.96,UC San Diego (UCSD)
18185,159.0,161.0,5.0,3.73,Vanderbilt University
18195,170.0,166.0,4.0,3.26,Princeton University
18200,143.0,167.0,3.5,3.83,Vanderbilt University
18209,158.0,159.0,4.5,3.92,Syracuse University
18219,159.0,168.0,4.0,8.5,Stony Brook University
18220,153.0,164.0,3.0,3.7,"University Of California, Berkeley"
18233,168.0,164.0,0.0,3.58,Georgetown University
18238,167.0,162.0,4.0,3.76,"University Of California, Berkeley"
18239,163.0,149.0,5.0,3.8,University Of South Florida
18295,165.0,167.0,4.5,3.92,Columbia University
18296,165.0,167.0,4.5,3.91,Cornell University
18345,156.0,158.0,4.0,3.63,Cornell University
18363,170.0,146.0,3.0,3.0,NCSU (North Carolina State University)
18365,160.0,163.0,4.5,9.28,University Of Florida
18367,160.0,163.0,4.5,9.28,University Of Southern California
18389,170.0,152.0,3.0,3.11,UC San Diego (UCSD)
18393,169.0,157.0,4.5,3.8,Duke University
18394,169.0,158.0,5.5,3.79,University Of Minnesota
18396,158.0,166.0,4.0,3.46,Carnegie Mellon University
18399,153.0,166.0,4.0,3.4,Arizona State University
18400,160.0,170.0,4.0,4.0,"University Of California, Berkeley"
18402,152.0,167.0,4.0,3.3,"University Of California, San Diego"
